"Zupid","sku","ProductName","ProductPrice","CurrencySymbolOfPrice","ValidFromDate","ProductShortDescription","MerchantProductCategory","ZanoxCategoryIds","ImageSmallURL","ImageMediumURL","ProductManufacturerBrand","ZanoxProductLink","DeliveryTime","TermsOfContract","ISBN","ShippingAndHandling","ShippingAndHandlingCost"
"07cbe7a7f24a1825ad80191e18b5db55","0000000000016","Weinpräsentkarton offene Welle dunkelblau","3.95","EUR",,"Für 1, 2, 3 oder 6 Flaschen geeignet  Bitte bestellen Sie bei Bedarf die entsprechende Menge. Gewelltes Material, matt.","Geschenke / Holzkisten & Geschenkverpackungen",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/6rHlG6qy5EELttcGWBzBEd-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/6rHlG6qy5EELttcGWBzBEd-30.jpg","Weinpräsentkarton","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[NP4dpxbR5EELttcGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"bab071937221522cbb50f1205afc6669","0000000000017","Weinpräsentkarton offene Welle bordeaux","3.95","EUR",,"Für 1, 2, 3 oder 6 Flaschen geeignet  Bitte bestellen Sie bei Bedarf die entsprechende Menge. Gewelltes Material, matt.","Geschenke / Holzkisten & Geschenkverpackungen",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/JejVLO3G9EELttcGWBzBEd-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/JejVLO3G9EELttcGWBzBEd-30.jpg","Weinpräsentkarton","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[jG4GMk2V9EELttcGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"2be4b484b54af5fbe0c98defce2211b1","0000000000071","Holzkiste für 3 Flaschen mit Schiebedeckel natur","8.50","EUR",,"für Ihre Geschenke.","Geschenke / Holzkisten & Geschenkverpackungen",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/holzkiste_schiebedeckel_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/holzkiste_schiebedeckel_300_p1.jpg","Holzkiste","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[4dr4c18db87aadd51.05932131]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"cc2b90404ad75ea4e1eeeba48619a68c","0000000000078","Weinpräsentkarton offene Welle Natur","3.95","EUR",,"für 1, 2, 3 oder 6 Flaschen geeignet  Bitte bestellen Sie bei Bedarf die entsprechende Menge. Gewelltes Material, matt.","Geschenke / Holzkisten & Geschenkverpackungen",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/mvOjpcztetELttcGWBzBEd-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/mvOjpcztetELttcGWBzBEd-30.jpg","Weinpräsentkarton","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[rcMP3h05ftELttcGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"829abee9759e7e531e72d68a5555749e","0000000002174","Mautner Markhof Feine Blüte Holunderblütensirup","4.49","EUR",,"Holunderblütensirup mit Vitamin C","",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/mautnermarkhoffeineblteholunderbltensirup.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/mautnermarkhoffeineblteholunderbltensirup.jpg","Mautner Markhof","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[c284d997dfe4af078.30373741]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"89f741577e4f95d7610417b3ec00925d","000000000268206000","Geografico Castello di Tricerchi Brunello di Montalcino DOCG JG 2004","27.00","EUR",,"Italien - Toskana. Enthält Sulfite.","Weinkeller / Sonderaktionen / Restposten Wein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/brunellodimontalcin_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/brunellodimontalcin_500_z1.jpg","Geografico","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[hjh4b066e6727c1e6.38316380]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"1e44973c77d9d347165fcd2514926193","000000000394626008","Soberano Brandy Solera","13.99","EUR",,"Feine Noten von Sherry, feinwürzigem Eichenholz und Vanille. Im Geschmack weich und vollmundig mit feinem Tannin und all den warmen Aromen des Bouquets, die auch am Gaumen gut zu spüren sind, sehr elegant mit wunderschöner Länge im Finale.","Dunkle Spirituosen / Brandy & Weinbrand / Soberano Brandy",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/soberano_brandy_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/soberano_brandy_500_z1.jpg","Soberano","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[2t84d6d0831ac9668.59113543]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"c1be89bc6c2f7a76b57ad302706c8868","0000000005517","Scheibel Edles Fass 350 Goldmarillenbrand","38.99","EUR",,"Goldmarillenbrand. Der Marillengarten im Glas. Der bernstein-farbene Brand begeistert durch sein fruchtiges Bouquet und den verfeinerten Geschmack.","Spirituosen / Klare Spirituosen / Edelbrand",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/edlesfass_goldmarille_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/edlesfass_goldmarille_500_z1.jpg","Scheibel","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[4tt4acdc53c38d550.75216360]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"67e297e9a8d05107df272fc2df5d89b9","0000000008110","Darboven Bio Cafe Intencion ecologico Cremoso 16 Pads","2.59","EUR",,"","",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/getimgs(1).png","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/getimgs(1).png","Darboven","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[sssafa7294aa9968732cb241acf479c5]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"811dea0009efb296b5b3242a44eb891e","0000000008509","Lillet Aperitif Rouge","13.99","EUR",,"Weinlikör aus Frankreich","Spirituosen / Liköre / Szene Drinks",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/lillet-aperitif-rouge-17075l_preview.png","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/lillet-aperitif-rouge-17075l_preview.png","Lillet","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[ht9e4909e2aa4c5a8517acb9b597c548]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"cb3d1b99c01178859fc424db0b1ebd7c","000000001015795006","Sibona La Grappa Di Barbera","18.49","EUR",,"","Spirituosen / Dunkle Spirituosen / Grappa",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/sibona-la-grappa-di-babera.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/sibona-la-grappa-di-babera.jpg","Sibona","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[36c4d5a922c0ef329.97002598]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"2eee3cba9e016386c13445c927657e67","000000001194797004","Soberano Brandy Solera Reserva 8 Jahre","15.99","EUR",,"Vielschichtiges, warmwürziges Bouquet mit Noten von getrockneten Früchten, süßen Gewürzen und feiner Vanille.","Dunkle Spirituosen / Brandy & Weinbrand / Soberano Brandy",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/soberano8neu_500_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/soberano8neu_500_z1.jpg","Soberano","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[2t84d6d0a774dd243.10295723]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"9b8a719b789e56b4957032c320460c97","000000001902056003","Auchentoshan Three Wood Single Malt Whisky","43.99","EUR",,"Lowland Single Malt Scotch Whisky. In drei verschiedenen Holzfässern gereift, die ehemals für Bourbon, Oloroso und Pedro Ximenez Sherry verwendet wurden.","Whisky / Single Malt Whisky / Lowlands",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/auchentoshan_3wood_450.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/auchentoshan_3wood_450.jpg","Auchentoshan","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[t014d80dfc4dec119.06900142]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e16c9d6f235a12bc528985da17be683b","0000000021571","Meßmer Feinster Hochland-Darjeeling Tee lose","5.29","EUR",,"Diesem einzigartigen Hochlandklima verdankt Meßmer Feinster Hochland-Darjeeling sein typisch blumig-liebliches Aroma.","Kaffee / Feinkost / Feinkost / Tee",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/feinsterdarjeelingteelose_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/feinsterdarjeelingteelose_p1.jpg","Meßmer","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[jGkF3ptFsQorf1iGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"3ee7880876ba6a123317469deba79a06","0000000023331","OWK Oberkircher Müller Thurgau QbA 1 ltr 2011","3.99","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein fruchtiger Weißwein mit feinem Bouquet und angenehmen Säurespiel.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/oberkirchermuellerthurgau_3_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/oberkirchermuellerthurgau_3_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[o2j4d2453369bef92.47750716]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"410db22570e6bcd025ec9d0763af8ade","0000000023348","OWK Oberkircher Müller - Thurgau tr. QbA 1 ltr 2011","3.99","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein trockener Wein mit feinem Bouquet und angenehmen Säurespiel.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/oberkirchermuellerthurgautr_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/oberkirchermuellerthurgautr_300_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[5864a38b1500c13b0.23404465]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"dc37f1c1e403a7b149f033ba52c7fec3","0000000023355","Lamberti Bardolino Classico DOC Rotwein JG 2010","4.99","EUR",,"Rotwein - Italien - Venetien.","Weinkeller / Rotwein / Italien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/47bc29db5232735f9bc972853167216c-8000160612855_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/47bc29db5232735f9bc972853167216c-8000160612855_iq.jpg","Lamberti","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[PCFRHptScjsLCokGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"4aa5b88a371e7ccfd68923010afd3d81","0000000023379","Lamberti Merlot Rotwein JG 2010","4.99","EUR",,"Rotwein - Italien - Venetien. Ein rebsortentypischer Merlot mit weinig-fruchtigem Bukett. Ein kräftiger Wein von dichter Art mit weichen Tanninen.","Weinkeller / Rotwein / Italien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/47bc29db5232735f9bc972853167216c-8000160613319_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/47bc29db5232735f9bc972853167216c-8000160613319_iq.jpg","Lamberti","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[C5FxEGwArlsLCokGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"61c1499b3d8e3c0b9530678b8e7893fd","0000000023386","Lamberti Pinot Grigio Weißwein","4.99","EUR",,"Weißwein - Italien - Venetien. Ein Pinot Grigio mit einem zartduftigen Bukett. Seine leichte Frucht und seine durchgehend frische Säure kennzeichnen diesen rebsortentypischen Wein.","Weinkeller / Weißwein / Italien Weißwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/47bc29db5232735f9bc972853167216c-8000160611179_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/47bc29db5232735f9bc972853167216c-8000160611179_iq.jpg","Lamberti","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[rolZzNliLjsLCokGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"036ae0d9d5b9bf962795e84faa54783a","0000000023461","Santa Cristina Rosso Toscana IGT JG 2011","7.90","EUR",,"Rotwein - Italien - Toskana.","Weinkeller / Rotwein / Italien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/72e0bbdb4291444f6d9bc53987a9ea68-8001935361404.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/72e0bbdb4291444f6d9bc53987a9ea68-8001935361404.jpg","Santa Cristina","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[lbt4bd1ac3137b085.54645793]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"6a6a37bb98af7d19eb6ab3ebfeb01202","0000000023560","OWK Oberkircher Spätburgunder QbA 1 ltr 2011","5.49","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein gehaltvoller Rotwein mit feinen Taninen und ausdrucksvoller Fruchtnote.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/oberkircherspbg_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/oberkircherspbg_300_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[i2h4cc1550fe5e8c4.84197029]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"2c4b4d53ce0ce9f055f2e633ea7cd7bd","0000000023638","OWK Oberkircher Riesling QbA 1 ltr","4.59","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein fruchtiger Weißwein mit rassiger Säure und feiner Pfirsichnote.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474860969_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474860969_iq.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[o2j4d246282a48646.06848044]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"5206ab6c518415c14b354762a1dfd17b","0000000023645","OWK Oberkircher Riesling tr. 1 ltr 2011","4.59","EUR",,"Weißwein - Deutschland- Baden - Ortenauer Weinkellerei. Ein fruchtiger Weißwein mit rassiger Säure und feiner Pfirsichnote.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/oberkircherriesslingtr_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/oberkircherriesslingtr_300_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[9lj49ad29dfd8f4b4.54157391]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"6dc38ed402fa11fc56f5de6ac5d40711","0000000023652","OWK Baden Spätburgunder Rotwein","2.99","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/edeka-owkbadensptburgunderrotwein-onlinekaufen.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/edeka-owkbadensptburgunderrotwein-onlinekaufen.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[lo34a646ea51d99a6.89850495]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"13ea1b51c03be9ff70093f6c133b2720","0000000023669","OWK Baden Grauer Burgunder QbA tr. 2012","3.89","EUR",,"Weißwein - Baden - Deutschland.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/baden-grauer-burgunder.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/baden-grauer-burgunder.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[a634e34a0d54dc9e1.50972524]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"47fdfe22be429d04e7ae1dfb935d52f8","0000000023737","OWK Breisgau Weißer Burgunder Spätlese tr. 2011","5.49","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein fruchtiger Weißwein mit feinem Blütenaroma in Richtung Flieder, sehr stattlicher Körper.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/weisserburgslbreisg_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/weisserburgslbreisg_300_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[9lj49ad2c1b6d9372.08219558]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"16af4bd23ff3027353a1fc25c949a489","0000000023751","OWK Sommertraum Spätburgunder Rose QbA trocken","3.89","EUR",,"Roséwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein sehr spritziger, fruchtiger Roséwein, im Bouquet an Erdbeeren erinnernt. Dieser Wein wurde ausschließlich aus kerngesundem Spätburgunder-Lesegut gewonnen.","Deutschland / Weinkeller / Roséweine",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/sommertraum-rose.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/sommertraum-rose.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[dn54a2dfe84ce3a51.33487875]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"ecd995c7be89a8eab4bfdb992388995b","0000000023935","OWK Merdinger Spätburgunder QbA 1 ltr 2010","4.79","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei . Ein gehaltvoller Rotwein mit feinen Taninen und ausdrucksvoller Fruchtnote.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/merdingerspbg_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/merdingerspbg_300_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[o2j4d244f4be9ce01.07272037]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"cee2ca8282b10192fb64b170dc428e35","0000000023997","OWK Affentaler Spätburgunder Auslese","7.49","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/pIRSbu3vIBE9xtEJmn8b78-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/pIRSbu3vIBE9xtEJmn8b78-30.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[kUp5oCPFEBE9xtEJmn8b78-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"5c5667a62780080447320bdb204a2c7b","0000000024006","OWK Affentaler Spätburgunder Auslese trocken","7.49","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei. In der Farbe dunkles Rubin, im Geschmack feines Beerenaroma.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/zfdSyWFcfCE9xtEJmn8b78-30.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/zfdSyWFcfCE9xtEJmn8b78-30.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[yl62Iym0H6GJGNdGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"c058fc08996c1c99a9d5b32cf2f3e036","0000000024075","OWK Altschweierer Riesling QbA tr. 2011","3.99","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein fruchtiger Weißwein mit rassiger Säure und feiner Pfirsichnote.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/altschweirerriesling_300_p1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/altschweirerriesling_300_p1.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[9lj49ad2af58da024.29523116]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"602aa27dcf7490fe50f2c2e16dd62cf2","0000000024235","OWK Oberkircher Riesling Spätlese tr. 2009","5.99","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474861027_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474861027_iq.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[cpuyyNUNiLhnduiGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"b63253af710f28e7502d811874677d0b","0000000024242","OWK Affentaler Spätburgunder Spätlese trocken JG 2011","8.49","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei. Rubinrot bis dunkelrot in der Farbe, reichhaltig und fruchtig im Aroma. Feinherber Gerbstoffgehalt.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474860150_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474860150_iq.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[xmu2zPyD2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"12395dde4d6e790f58854ff7d6cf385a","0000000024273","OWK Oberkircher Traminer Spätlese 2011","6.29","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei. Ein fruchtiger Weißwein mit ausgeprägtem Wildrosenaroma, sehr würzig und aromatisch im Abgang.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474861126_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474861126_iq.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[gLGNEHmE2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"13478dd042204f177c44c0d12ad200e9","0000000024358","OWK Oberkircher Riesling Spätlese 2011","5.99","EUR",,"Weißwein - Deutschland - Baden - Ortenauer Weinkellerei.","Weinkeller / Weißwein / Deutschland",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474861010_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474861010_iq.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[yBfF6npM17awUfeGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"dc2b734b6bb0eea909889fd197c04a3a","0000000024372","Marques de Ballestar Reserva DO 2007","5.99","EUR",,"Rotwein - Spanien - Carinena DO.","Weinkeller / Rotwein / Spanien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/marquesbal_res_600_z1.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/marquesbal_res_600_z1.jpg","Marques de Ballestar","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[9cg4aafc1821b2222.27888142]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"af97029b719c7f4bb71cc07b393a90bd","0000000024464","OWK Affentaler Spätburgunder Spätlese","8.49","EUR",,"Rotwein - Deutschland - Baden - Ortenauer Weinkellerei. In der Farbe dunkles Rubin, im Geschmack feines Beerenaroma.","Rotwein / Deutschland / Baden - Ortenau",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474860167_iq.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/c28484f7aa3a0f87ffb27f9c18b521d0-4007474860167_iq.jpg","OWK","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[luu4a718853954ce6.22594995]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"e9a62bc8d1ecbcd84be4bb27e3c72917","0000000024488","Montalto Syrah IGT Rotwein JG 2011","4.99","EUR",,"Rotwein - Italien - Sizilien - SILBER Mundus Vini 2006.","Weinkeller / Rotwein / Italien Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/8fafc70dc55237ac9c4601dad4786316-8011510002684.jpg","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/8fafc70dc55237ac9c4601dad4786316-8011510002684.jpg","Montalto","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[BgMl39Qs2BzhKolGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
"9139b710aa8a7f92c52d160ffbb162ab","0000000024549","Concha y Toro Casillero Del Diablo Cabernet Sauvignon JG 2011","7.49","EUR",,"Rotwein trocken - Chile - Central Valle. Goldmedaille MUNDUS VINI in 2011.","Weinkeller / Rotwein / Chile Rotwein",,"http://shop.edeka24.de/out/pictures/generated/product/1/185_150_90/cabernetsauvignon2011.png","http://shop.edeka24.de/out/pictures/generated/product/1/380_340_90/cabernetsauvignon2011.png","Concha y Toro","http://www.zanox-affiliate.de/ppc/?20301248C727219293&ULP=[[8f2x8PRa2NJERPmGWBzBEd-1]]","2",,,"Ab 75 EUR Warenwert liefern wir versandkostenfrei.","3.95"
