"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName"
"1694.09";"Vinya Laia Catalunya DO 2009, Bio Wein Rotwein";"Der Sonnenwein - jeder Tag ein Ferientag.";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/1694.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1694.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1694.09&utm-campaign=affilinet-csv";35844398;"Wein > Rotwein > Spanien > Catalunya > Penedès"
"1742.10";"Albarello Lazio IGT 2010, Bio Wein Rotwein";"Ortstypische Traubensorten, biodynamisch bewirtschaftet, von Hand geerntet: überzeugend gut - überzeugend günstig.";"5.95 EUR ";"http://www.delinat.com/flaschen/450h/1742.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1742.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1742.10&utm-campaign=affilinet-csv";35844399;"Wein > Rotwein > Italien > Lazio"
"1742.11";"Albarello Lazio IGT 2011, Bio Wein Rotwein";"Ortstypische Rebsorten, biodynamisch angebaut, von Hand geerntet: überzeugend gut - überzeugend günstig.";"5.95 EUR ";"http://www.delinat.com/flaschen/450h/1742.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1742.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1742.11&utm-campaign=affilinet-csv";35844399;"Wein > Rotwein > Italien > Lazio"
"1759.09";"Buondonno Chianti Classico Chianti Classico DOCG 2009, Bio Wein Rotwein";"Ein eleganter und eigenständiger Wein aus dem Herzen der Toskana. Wunderschöner Chianti Classico.";"14.90 EUR ";"http://www.delinat.com/flaschen/450h/1759.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1759.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1759.09&utm-campaign=affilinet-csv";35844401;"Wein > Rotwein > Italien > Toscana > Chianti > Chianti Classico"
"1760.09";"La Balsa Crianza Navarra DO 2009, Bio Wein Rotwein";"Das kühle Klima der Navarra prägt den La Balsa. In seiner Fruchtigkeit und Finesse kommt es hervorragend zum Ausdruck.";"9.50 EUR ";"http://www.delinat.com/flaschen/450h/1760.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1760.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1760.09&utm-campaign=affilinet-csv";35844402;"Wein > Rotwein > Spanien > Navarra"
"1771.08";"Valdega Reserva Navarra DO 2008, Bio Wein Rotwein";"Ein feingliedriger, reifer Reserva aus Navarra mit dem diskreten Charme feinster Barriquearomen.";"12.90 EUR ";"http://www.delinat.com/flaschen/450h/1771.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1771.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1771.08&utm-campaign=affilinet-csv";35844402;"Wein > Rotwein > Spanien > Navarra"
"1789.05";"Amarone La Casetta Amarone della Valpolicella DOC 2005, Bio Wein Rotwein";"Amarone, einer der berühmtesten Weinen der Welt; aufwändig erzeugt aus Trauben, die während 3 Monaten getrocknet wurden - ein Meditationswein!";"42.00 EUR ";"http://www.delinat.com/flaschen/450h/1789.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1789.05.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1789.05&utm-campaign=affilinet-csv";35844374;"Wein > Rotwein > Italien > Veneto > Valpolicella"
"1793.08";"Quaderna Via QV Navarra DO 2008, Bio Wein Rotwein";"Ein Wein, so aussergewöhnlich wie seine Entstehung.";"23.50 EUR ";"http://www.delinat.com/flaschen/450h/1793.08.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1793.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1793.08&utm-campaign=affilinet-csv";35844402;"Wein > Rotwein > Spanien > Navarra"
"1811.11";"Tres de Azul y Garanza Navarra DO 2011, Bio Wein Rotwein";"Frucht und Eleganz statt überbordende Fülle - dieser Wein respektiert die Tradition der Navarra aufs Schönste.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/1811.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1811.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1811.11&utm-campaign=affilinet-csv";35844402;"Wein > Rotwein > Spanien > Navarra"
"1873.10";"La Luna del Rospo Bric Rocche Barbera d´Asti DOCG 2010, Bio Wein Rotwein";"Elegant, fruchtig, aromatisch, aus intakter Natur: So muss ein Barbera sein - eine Entdeckung!";"14.50 EUR ";"http://www.delinat.com/flaschen/450h/1873.06.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1873.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1873.10&utm-campaign=affilinet-csv";35844403;"Wein > Rotwein > Italien > Piemonte > Asti"
"1876.11";"La Luna del Rospo Araldo Barbera d´Asti DOC 2011, Bio Wein Rotwein";"Ein neuer Barbera von La Luna del Rospo - schnörkellos, fruchtig, elegant, typisch Piemont!";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/1876.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1876.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1876.11&utm-campaign=affilinet-csv";35844403;"Wein > Rotwein > Italien > Piemonte > Asti"
"1884.09";"Domaine Virgile Joly Saturne Coteaux du Languedoc AC 2009, Bio Wein Rotwein";"Kleinste Erträge und gekonntes Handwerk sorgen dafür, dass das Terroir in diesem Wein wunderschön zum Ausdruck kommt.";"17.80 EUR ";"http://www.delinat.com/flaschen/450h/1884.06.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1884.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1884.09&utm-campaign=affilinet-csv";35844405;"Wein > Rotwein > Frankreich > Languedoc > Coteaux du Languedoc"
"1962.10";"Domaine Virgile Le Joly Rouge Languedoc AC 2010, Bio Wein Rotwein";"Eine sehr schön gelungene Assemblage aus vier für das Languedoc typischen Traubensorten.";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/1962.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/1962.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=1962.10&utm-campaign=affilinet-csv";35844405;"Wein > Rotwein > Frankreich > Languedoc > Coteaux du Languedoc"
"2004.11";"Domaine du Mas des Clots Pays des Côtes Catalanes IGP 2011, Bio Wein Rotwein";"Ein weicher und vollmundiger Wein aus einer noch wenig bekannten, aber spannenden Weinregion am Fusse der Pyrenäen. Spannend auch sein Preis - viel Wein für wenig Geld!";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/2004.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2004.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2004.11&utm-campaign=affilinet-csv";35844406;"Wein > Rotwein > Frankreich > Languedoc > Roussillon"
"2039.11";"Meinklang Zweigelt Qualitätswein Burgenland 2011, Bio Wein Rotwein";"In diesem Zweigelt steckt die ganze Kraft der Natur - der Burgenländer-Charakterwein mit südlicher Kraft.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/2039.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2039.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2039.11&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2047.10";"Château Coulon Sélection spéciale Corbières AOP 2010, Bio Wein Rotwein";"Dieser vollmundige und charakterstarke Corbières ist ein Musterbeispiel für gehobenes Weinhandwerk. Ein Wein mit Charme und Finesse. Ihre Gäste werden begeistert sein.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/2047.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2047.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2047.10&utm-campaign=affilinet-csv";35844409;"Wein > Rotwein > Frankreich > Languedoc > Corbières"
"2047.11";"Château Coulon Sélection spéciale Corbières AOP 2011, Bio Wein Rotwein";"Ein charmantes Musterbeispiel für gehobenes Weinhandwerk aus der Corbières. Ihre Gäste werden begeistert sein.";"9.50 EUR ";"http://www.delinat.com/flaschen/450h/2047.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2047.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2047.11&utm-campaign=affilinet-csv";35844409;"Wein > Rotwein > Frankreich > Languedoc > Corbières"
"2062.09";"Meinklang Blaufränkisch Qualitätswein Burgenland 2009, Bio Wein Rotwein";"Wunderbar klare Frucht: Ein Wein für Liebhaber sortentypischer Weine.";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/2062.07.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2062.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2062.09&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2062.10";"Meinklang Blaufränkisch Qualitätswein Burgenland 2010, Bio Wein Rotwein";"Wunderbar klare Frucht: ein Wein für Liebhaber sortentypischer Gewächse.";"10.90 EUR ";"http://www.delinat.com/flaschen/200/2062.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2062.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2062.10&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2078.10";"Meinklang St. Laurent & Pinot Noir Qualitätswein Burgenland 2010, Bio Wein Rotwein";"Zwei Trauben-Diven harmonisch unter einem Hut vereint.";"11.50 EUR ";"http://www.delinat.com/flaschen/450h/2078.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2078.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2078.10&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2078.11";"Meinklang St. Laurent & Pinot Noir Qualitätswein Burgenland 2011, Bio Wein Rotwein";"Zwei Burgunder-Diven harmonisch unter einem Hut vereint.";"11.50 EUR ";"http://www.delinat.com/flaschen/450h/2078.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2078.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2078.11&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2085.09";"Meinklang St. Laurent Qualitätswein Burgenland 2009, Bio Wein Rotwein";"Der Sankt Laurent vereint auf perfekte Art Charme und Fruchtfülle. Dieser 2009er bietet jetzt höchsten Trinkgenuss.";"11.50 EUR ";"http://www.delinat.com/flaschen/450h/2085.07.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2085.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2085.09&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2091.07";"Meinklang Konkret - St. Laurent Qualitätswein Burgenland 2007, Bio Wein Rotwein";"100% im Beton-Ei ausgebaut: Der jüngste Spross der Meinklang-Familie zeigt Persönlichkeit und Charakter.";"29.50 EUR ";"http://www.delinat.com/flaschen/450h/2091.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2091.07.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2091.07&utm-campaign=affilinet-csv";35844408;"Wein > Rotwein > Österreich > Burgenland"
"2107.10";"Domaine du Bel Air Les Buzardières Bourgueil AC 2010, Bio Wein Rotwein";"Ein reiner Cabernet Franc - von Hand gelesen, mit natürlichen Hefen vergoren und in der hofeigenen Perrière (Steinbruch) gereift: typisch Loire!";"21.50 EUR ";"http://www.delinat.com/flaschen/450h/2107.08.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2107.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2107.10&utm-campaign=affilinet-csv";35844410;"Wein > Rotwein > Frankreich > Loire"
"2124.10";"Spera di Sole Colline Pescaresi IGT 2010, Bio Wein Rotwein";"Ein sinnlicher Wein aus den Hügeln bei Pescara. Die Einheimischen geniessen Gewächse wie dieses am liebsten zur Blauen Stunde in den kleinen Bars am Meer.";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/2124.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2124.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2124.10&utm-campaign=affilinet-csv";35844389;"Wein > Rotwein > Italien > Abruzzo"
"2135.10";"Domaine Coulon Merlot Pays d´Oc IGP 2010, Bio Wein Rotwein";"Typischer Merlot-Charme in harmonischer Symbiose mit der intensiven Reife südfranzösischer Weine.";"6.95 EUR ";"http://www.delinat.com/flaschen/450h/2135.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2135.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2135.10&utm-campaign=affilinet-csv";35844409;"Wein > Rotwein > Frankreich > Languedoc > Corbières"
"2146.10";"Domaine du Bel Air Les Perrons Bourgueil AC 2010, Bio Wein Rotwein";"Bourgueil? Im nördlichen Frankreich und in England eine beliebte Rotweinregion; für uns Deutschsprachige eine Entdeckung: Cabernet Franc - ganz ohne Barrique: überzeugend!";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/2146.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2146.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2146.10&utm-campaign=affilinet-csv";35844410;"Wein > Rotwein > Frankreich > Loire"
"2146.11";"Domaine du Bel Air Les Perrons Bourgueil AC 2011, Bio Wein Rotwein";"Bourgueil? Im nördlichen Frankreich und in England eine beliebte Rotweinregion; für uns Deutschsprachige eine Entdeckung: Cabernet Franc - ganz ohne Barrique: überzeugend!";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/2146.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2146.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2146.11&utm-campaign=affilinet-csv";35844410;"Wein > Rotwein > Frankreich > Loire"
"2147.10";"La Casetta Valpolicella Superiore Valpolicella DOC 2010, Bio Wein Rotwein";"Veneto pur - eine preiswerte Alternative aus dem Haus Fasoli zum beliebten Amarone.";"15.80 EUR ";"http://www.delinat.com/flaschen/450h/2147.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2147.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2147.10&utm-campaign=affilinet-csv";35844374;"Wein > Rotwein > Italien > Veneto > Valpolicella"
"2153.10";"Valpolicella La Casetta Valpolicella DOC 2010, Bio Wein Rotwein";"Ein aromatischer, sanfter Valpolicella - vollgetankt mit Sonne aus dem Veneto.";"8.50 EUR ";"http://www.delinat.com/flaschen/450h/2153.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2153.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2153.10&utm-campaign=affilinet-csv";35844374;"Wein > Rotwein > Italien > Veneto > Valpolicella"
"2153.11";"Valpolicella La Casetta Valpolicella DOC 2011, Bio Wein Rotwein";"Ein aromatischer, sanfter Valpolicella - vollgetankt mit Sonne aus dem Veneto.";"8.50 EUR ";"http://www.delinat.com/flaschen/450h/2153.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2153.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2153.11&utm-campaign=affilinet-csv";35844374;"Wein > Rotwein > Italien > Veneto > Valpolicella"
"2179.10";"Liesch, Malanser Blauburgunder Bündner Herrschaft 2010, Bio Wein Rotwein";"Ein hochkarätiger Pinot Noir aus der Bünder Herrschaft - nach den Regeln der Biodynamie.";"16.80 EUR ";"http://www.delinat.com/flaschen/450h/2179.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2179.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2179.10&utm-campaign=affilinet-csv";35844413;"Wein > Rotwein > Schweiz > Graubünden > Bündner Herrschaft > Malans"
"2216.10";"Pinot Noir von der Mark - Village Deutscher Qualitätswein, Baden 2010, Bio Wein Rotwein";"Exklusiv für die Delinat hat Jürgen von der Mark seinen Village vinifiziert - eine filigrane und finessenreiche Pinot-Noir-Komposition.";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/2216.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2216.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2216.10&utm-campaign=affilinet-csv";35844418;"Wein > Rotwein > Deutschland > Südbaden"
"2227.08";"Ingenio Rioja DOCa 2008, Bio Wein Rotwein";"Spaniens Aushängeschilder sind die Weine aus der Rioja. Der Ingenio gehört dazu.";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/2227.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2227.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2227.08&utm-campaign=affilinet-csv";35844414;"Wein > Rotwein > Spanien > Rioja"
"2227.09";"Ingenio Rioja DOCa 2009, Bio Wein Rotwein";"Spaniens Aushängeschilder sind die Weine aus der Rioja. Der Ingenio gehört dazu.";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/2227.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2227.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2227.09&utm-campaign=affilinet-csv";35844414;"Wein > Rotwein > Spanien > Rioja"
"2253.07";"Château Cartier Saint-Emilion Grand Cru AC 2007, Bio Wein Rotwein";"Reben und Wein gehören bei Alain Moueix zur Familien-Tradition. Sein Cousin besitzt das berühmte Château Petrus. Hier wie dort spielt die Merlottraube die Hauptrolle.";"23.50 EUR ";"http://www.delinat.com/flaschen/450h/2253.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2253.07.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2253.07&utm-campaign=affilinet-csv";35844416;"Wein > Rotwein > Frankreich > Bordeaux > Saint Emilion"
"2253.08";"Château Cartier Saint-Emilion Grand Cru AC 2008, Bio Wein Rotwein";"Sichern Sie sich diese Rarität des Jahrgangs 2008. Robert Parker (04/2009): An excellent value Saint-Emilion and an interesting and distinctive style. Lieferung in 6er-Holzkiste.";"23.50 EUR ";"http://www.delinat.com/flaschen/450h/2253.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2253.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2253.08&utm-campaign=affilinet-csv";35844416;"Wein > Rotwein > Frankreich > Bordeaux > Saint Emilion"
"2253.09";"Château Cartier Saint-Emilion Grand Cru AC 2009, Bio Wein Rotwein";"2009 war im Bordeaux ein ausgesprochener Spitzenjahrgang. Sichern Sie sich diese Rarität von Alain Moueix. Lieferung in 6er-Holzkiste.";"23.50 EUR ";"http://www.delinat.com/flaschen/450h/2253.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2253.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2253.09&utm-campaign=affilinet-csv";35844416;"Wein > Rotwein > Frankreich > Bordeaux > Saint Emilion"
"2273.10";"Badener Spätburgunder Deutscher Qualitätswein, Baden 2010, Bio Wein Rotwein";"Dieser Spätburgunder ist ein Gemeinschaftswerk von Jürgen von der Mark, Master of Wine, und Biowinzern aus der Region Südbaden. 12 Monaten in Barriques und in grossen Eichenfässern gereift.";"5.30 EUR ";"http://www.delinat.com/flaschen/450h/2273.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2273.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2273.10&utm-campaign=affilinet-csv";35844418;"Wein > Rotwein > Deutschland > Südbaden"
"2307.06";"Château Fonroque Saint-Emilion Grand Cru Classé 2006, Bio Wein Rotwein";"Leisten Sie sich diese Rarität des Jahres 2006: der einzige Bio-Grand-Cru-Classé von Saint Emilion. - Lieferung in 6er-Holzkiste.";"25.50 EUR ";"http://www.delinat.com/flaschen/450h/2307.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2307.06.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2307.06&utm-campaign=affilinet-csv";35844416;"Wein > Rotwein > Frankreich > Bordeaux > Saint Emilion"
"2307.07";"Château Fonroque Saint-Emilion Grand Cru Classé 2007, Bio Wein Rotwein";"Leisten Sie sich diese Rarität des Jahres 2007: der einzige Bio-Grand-Cru-Classé von Saint Emilion. - Lieferung in 6er-Holzkiste.";"24.50 EUR ";"http://www.delinat.com/flaschen/450h/2307.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2307.07.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2307.07&utm-campaign=affilinet-csv";35844416;"Wein > Rotwein > Frankreich > Bordeaux > Saint Emilion"
"2307.08";"Château Fonroque Saint-Emilion Grand Cru Classé 2008, Bio Wein Rotwein";"Sichern Sie sich diese Rarität des Jahres 2008. Robert Parker (04/2009): An excellent value Saint-Emilion and an interesting and distinctive style. - Lieferung in 6er-Holzkiste.";"25.50 EUR ";"http://www.delinat.com/flaschen/450h/2307.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2307.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2307.08&utm-campaign=affilinet-csv";35844416;"Wein > Rotwein > Frankreich > Bordeaux > Saint Emilion"
"2319.10";"Le noir Assemblage Corbières AOP 2010, Bio Wein Rotwein";"Ein revolutionärer Rotwein aus Südfrankreich: Was immer mehr Winzer anstreben, beherrschen Jean und Paul Lignères bereits in Perfektion: die Vinifizierung ohne Schwefelzusatz.";"16.80 EUR ";"http://www.delinat.com/flaschen/450h/2319.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2319.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2319.10&utm-campaign=affilinet-csv";35844409;"Wein > Rotwein > Frankreich > Languedoc > Corbières"
"2324.09";"La Colle des Lignères Corbières AOP 2009, Bio Wein Rotwein";"Eine Wucht von Wein -  fruchtig, vielschichtig und finessenreich. Ihre Gäste werden begeistert sein.";"18.80 EUR ";"http://www.delinat.com/flaschen/450h/2324.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2324.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2324.09&utm-campaign=affilinet-csv";35844409;"Wein > Rotwein > Frankreich > Languedoc > Corbières"
