"ArtNumber";"Title";"Description_Short";"DisplayPrice";"Img_url";"Deeplink1";"ProductCategoryID";"ProductCategoryName"
"2724.09";"Weingut Mehofer Cuvée Neydek Qualitätswein Wagram 2009, Bio Wein Rotwein";"12 Monate in Barriquefässern aus hofeigenem Eichenholz gereift - eine meisterhafte Komposition aus der Wagram.";"18.80 EUR ";"http://www.delinat.com/flaschen/450h/2724.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2724.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2724.09&utm-campaign=affilinet-csv";35844421;"Wein > Rotwein > Österreich > Wagram"
"2757.10";"La Font des Couteaux Côtes du Rhône AOP 2010, Bio Wein Rotwein";"Eine Neuentdeckung: Die perfekte Verbindung von Frucht und Fülle macht diesen Côtes du Rhône aussergewöhnlich.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/2757.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2757.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2757.10&utm-campaign=affilinet-csv";35844422;"Wein > Rotwein > Frankreich > Rhône"
"2757.11";"La Font des Couteaux Côtes du Rhône AOP 2011, Bio Wein Rotwein";"Eine Neuentdeckung exklusiv für Delinat-Kunden: Die perfekte Verbindung von Frucht und Fülle bietet alles, was man sich von einem gelungenen Côtes du Rhône erhoffen darf.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/2757.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2757.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2757.11&utm-campaign=affilinet-csv";35844422;"Wein > Rotwein > Frankreich > Rhône"
"2785.10";"Caruma Dão DOC 2010, Bio Wein Rotwein";"Das Erfolgsrezept für diesen Aufsteiger aus Portugal: kleine Erträge, sorgfältige Lese landestypischer Trauben und eine sanfte Vinifikation.";"10.50 EUR ";"http://www.delinat.com/flaschen/450h/2785.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2785.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2785.10&utm-campaign=affilinet-csv";35844424;"Wein > Rotwein > Portugal > Dão"
"2862.10";"Vale de Camelos Vinho Regional Alentejano 2010, Bio Wein Rotwein";"Fruchtig, üppig, aromatisch: ein neuer Portugiese aus dem Tal der Kamele.";"11.50 EUR ";"http://www.delinat.com/flaschen/450h/2862.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2862.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2862.10&utm-campaign=affilinet-csv";35844425;"Wein > Rotwein > Portugal > Alentejo"
"2874.09";"Vale de Camelos Reserva Alentejo 2009, Bio Wein Rotwein";"Eine Ode an die Mauren, welche Kamele nach Portugal brachten und die Kultur des Landes stark prägten - ein Traum von Wein!";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/2874.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2874.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2874.09&utm-campaign=affilinet-csv";35844425;"Wein > Rotwein > Portugal > Alentejo"
"2874.10";"Vale de Camelos Reserva Vinho Regional Alentejano 2010, Bio Wein Rotwein";"Kleinste Erträge von traditionellen Rebsorten, naturbelassen vinifiziert, 12 Monate im Barrique ausgebaut - ein Traum von Wein!";"18.70 EUR ";"http://www.delinat.com/flaschen/200/2874.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2874.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2874.10&utm-campaign=affilinet-csv";35844425;"Wein > Rotwein > Portugal > Alentejo"
"2882.10";"António Lopes Ribeiro Bela-Luz Douro DOC 2010, Bio Wein Rotwein";"Unwegsame Steillage, karge Schieferböden, alte Rebstöcke mit landestypischen Traubensorten, prachtvolle Biodiversität: Ein Wein, so spektakulär wie die Landschaft des Douro-Tals.";"12.90 EUR ";"http://www.delinat.com/flaschen/450h/2882.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2882.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2882.10&utm-campaign=affilinet-csv";35844426;"Wein > Rotwein > Portugal > Douro"
"2890.11";"ALR Campelinho Douro DOC 2011, Bio Wein Rotwein";"80-jährige Reben aus dem autochthonen Traubenschatz Portugals ergeben diesen wunderbar dichten Rotwein aus dem landschaftlich einzigartigen Douro-Tal.";"12.50 EUR ";"http://www.delinat.com/flaschen/450h/2890.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/2890.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=2890.11&utm-campaign=affilinet-csv";35844426;"Wein > Rotwein > Portugal > Douro"
"3012.10";"San Vito Chianti Chianti DOCG 2010, Bio Wein Rotwein";"Ein Chianti aus 100% Sangiovese: urtypisch, charaktervoll - Toskana pur!";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/3012.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3012.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3012.10&utm-campaign=affilinet-csv";35844400;"Wein > Rotwein > Italien > Toscana > Chianti"
"3021.08";"Fattoria La Rivolta Aglianico Aglianico del Taburno DOC 2008, Bio Wein Rotwein";"Aglianico - eine alte Rebsorte neu im Sortiment: Ein Wein, der einer der besten Rotweinsorten Süditaliens alle Ehre macht.";"14.50 EUR ";"http://www.delinat.com/flaschen/450h/3021.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3021.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3021.08&utm-campaign=affilinet-csv";35844427;"Wein > Rotwein > Italien > Campania"
"3023.08";"Terra di Rivolta Aglianico del Taburno Riserva DOC 2008, Bio Wein Rotwein";"Ein neuer, aussergewöhnlicher Biowein aus Kampanien mit dem Potenzial zum Tre-Bicchieri-Gewächs.";"26.50 EUR ";"http://www.delinat.com/flaschen/450h/3023.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3023.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3023.08&utm-campaign=affilinet-csv";35844427;"Wein > Rotwein > Italien > Campania"
"3093.02";"Clos Plince Pomerol AC 2002, Bio Wein Rotwein";"Mit dem Clos Plince des Jahrgangs 2002 präsentiert Claire Laval einen trotz schwierigen Bedingungen sehr gut vinifizierten Wein mit Entwicklungspotenzial. - Lieferung in 6er-Holzkiste.";"24.50 EUR ";"http://www.delinat.com/flaschen/450h/3093.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3093.02.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3093.02&utm-campaign=affilinet-csv";35844428;"Wein > Rotwein > Frankreich > Bordeaux > Pomerol"
"3093.04";"Clos Plince Pomerol AC 2004, Bio Wein Rotwein";"Mit dem Clos Plince des Jahrgangs 2004 präsentiert Claire Laval einen Wein mit einem konzentrierten, vielschichtigen Bukett. - Lieferung in 6er-Holzkiste.";"22.50 EUR ";"http://www.delinat.com/flaschen/450h/3093.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3093.04.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3093.04&utm-campaign=affilinet-csv";35844428;"Wein > Rotwein > Frankreich > Bordeaux > Pomerol"
"3093.05";"Clos Plince Pomerol AC 2005, Bio Wein Rotwein";"Mit dem Clos Plince des Jahrgangs 2005 präsentiert Claire Laval einen Wein mit einem konzentrierten, vielschichtigen Bukett. - Lieferung in 6er-Holzkiste.";"22.50 EUR ";"http://www.delinat.com/flaschen/450h/3093.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3093.05.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3093.05&utm-campaign=affilinet-csv";35844428;"Wein > Rotwein > Frankreich > Bordeaux > Pomerol"
"3119.08";"Cinco Encinas Tinto Roble Arlanza DO 2008, Bio Wein Rotwein";"Ein eleganter, saftiger und langlebiger Wein aus der Hochebene von Kastilien und León, wo die Tempranillo-Traube zu Hause ist.";"9.90 EUR ";"http://www.delinat.com/flaschen/450h/3119.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3119.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3119.08&utm-campaign=affilinet-csv";35844429;"Wein > Rotwein > Spanien > Castilla y León"
"3123.09";"Mas Igneus Finca Messor Priorat DOQ 2009, Bio Wein Rotwein";"Ein komplexer Wein von überwältigendem Reichtum - vergleichbare Gewächse aus dem Priorat kosten schnell einmal das Doppelte. Ein Meditationswein!";"23.50 EUR ";"http://www.delinat.com/flaschen/450h/3123.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3123.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3123.09&utm-campaign=affilinet-csv";35844430;"Wein > Rotwein > Spanien > Catalunya > Priorat"
"3129.08";"Mas Igneus Costers de Pobleda Priorat DOQ 2008, Bio Wein Rotwein";"Der Wert der alten Garnacha-Stöcke wurde im Priorat lange unterschätzt. Heute bilden sie das Fundament dieses grossartigen Weines.";"22.50 EUR ";"http://www.delinat.com/flaschen/450h/3129.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3129.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3129.08&utm-campaign=affilinet-csv";35844430;"Wein > Rotwein > Spanien > Catalunya > Priorat"
"3132.10";"Mas Igneus Barranc dels Comellars Priorat DOQ 2010, Bio Wein Rotwein";"Ein Wein bei dem der Terroir-Gedanke nicht nur auf dem Etikett steht. Durch und durch Priorat!";"18.70 EUR ";"http://www.delinat.com/flaschen/450h/3132.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3132.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3132.10&utm-campaign=affilinet-csv";35844430;"Wein > Rotwein > Spanien > Catalunya > Priorat"
"3142.10";"Volvoreta Probus Toro DO 2010, Bio Wein Rotwein";"Die kleine Appellation Toro gilt immer noch als Geheimtipp. Und das kleine Weingut Volvoreta mit seiner einzigartigen Biodiversität erst recht.";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/3142.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3142.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3142.10&utm-campaign=affilinet-csv";35942657;"Wein > Rotwein > Spanien > Castilla y León > Toro"
"3155.08";"Ökonomierat Rebholz Spätburgunder Spätlese vom Muschelkalk, Deutscher Prädikatswein, Pfalz 2008, Bio Wein Rotwein";"Perfektes Handwerk und Detailpflege kommen vor allem bei «schwierigen» Jahrgängen zum Tragen: Lassen Sie sich von der filigranen Eleganz dieses 2008er-Spätburgunders verführen.";"27.50 EUR ";"http://www.delinat.com/flaschen/450h/3155.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3155.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3155.08&utm-campaign=affilinet-csv";35844431;"Wein > Rotwein > Deutschland > Pfalz"
"3163.07";"Ökonomierat Rebholz Spätburgunder GG im Sonnenschein, Deutscher Qualitätswein, Pfalz 2007, Bio Wein Rotwein";"Die lange Reifedauer der Trauben und grosse Temperaturunterschiede sorgten für maximale Harmonie, Komplexität und Kraft in diesem Wein. Ein Jahrgang der Extraklasse!";"39.50 EUR ";"http://www.delinat.com/flaschen/450h/3163.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3163.07.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3163.07&utm-campaign=affilinet-csv";35844431;"Wein > Rotwein > Deutschland > Pfalz"
"3184.09";"Dominio Basconcillos Roble Ribera del Duero DO 2009, Bio Wein Rotwein";"Die Kult-Traube Tempranillo perfekt im Holz ausgebaut - ein Wein von bestechender Finesse un Eleganz. Eine neue Preziöse im Delinat-Sortiment.";"14.90 EUR ";"http://www.delinat.com/flaschen/450h/3184.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3184.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3184.09&utm-campaign=affilinet-csv";35844432;"Wein > Rotwein > Spanien > Ribera del Duero"
"3189.09";"Salustri Permano Montecucco DOC 2009, Bio Wein Rotwein";"Spitzenklasse aus dem noch jungen, wenig bekannten toskanischen Weinbaugebiet Montecucco.";"16.70 EUR ";"http://www.delinat.com/flaschen/450h/3189.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3189.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3189.09&utm-campaign=affilinet-csv";35844381;"Wein > Rotwein > Italien > Toscana > Montecucco"
"3266.11";"Hirschhof Spätburgunder Deutscher Qualitätswein, Rheinhessen 2011, Bio Wein Rotwein";"Ein eleganter, aromatischer Rotwein aus einer der edelsten Rebsorten der Welt: ein zauberhaftes Vergnügen!";"7.30 EUR ";"http://www.delinat.com/flaschen/450h/3266.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3266.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3266.11&utm-campaign=affilinet-csv";35844433;"Wein > Rotwein > Deutschland > Rheinhessen"
"3294.11";"Hirschhof St. Laurent Deutscher Qualitätswein, Rheinhessen 2011, Bio Wein Rotwein";"Diese gefragte Spezialität überzeugt durch vielschichtige Aromen und sanften Charakter.";"5.95 EUR ";"http://www.delinat.com/flaschen/450h/3294.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3294.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3294.11&utm-campaign=affilinet-csv";35844433;"Wein > Rotwein > Deutschland > Rheinhessen"
"3302.11";"La Fleur Gitane Pays d´Oc IGP 2011, Bio Wein Rotwein";"Ein Wein ganz nach dem Gusto vieler Delinat-Kundinnen und -Kunden.";"7.60 EUR ";"http://www.delinat.com/flaschen/450h/3302.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3302.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3302.11&utm-campaign=affilinet-csv";35844434;"Wein > Rotwein > Frankreich > Languedoc > Hérault"
"3316.10";"Canta Rasim Pays d´Oc IGP 2010, Bio Wein Rotwein";"Wenn Trauben singen und Menschen lachen: Canta Rasim nimmt Sie mit in den Süden Frankreichs; das Weinerlebnis für alle Sinne.";"8.50 EUR ";"http://www.delinat.com/flaschen/450h/3316.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3316.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3316.10&utm-campaign=affilinet-csv";35844404;"Wein > Rotwein > Frankreich > Languedoc"
"3321.09";"Madiere Toscana IGT 2009, Bio Wein Rotwein";"Ein «Super Tuscan» zu einem attraktiven Preis: Der Hauptakzent bleibt auf dem Sangiovese.";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/3321.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3321.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3321.09&utm-campaign=affilinet-csv";35844400;"Wein > Rotwein > Italien > Toscana > Chianti"
"3321.10";"Madiere Toscana IGT 2010, Bio Wein Rotwein";"Ein «Super Tuscan» zu einem schmeichelhaften Preis: Sangiovese harmonisch vereint mit Cabernet Sauvignon und Merlot.";"19.80 EUR ";"http://www.delinat.com/flaschen/200/3321.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3321.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3321.10&utm-campaign=affilinet-csv";35844400;"Wein > Rotwein > Italien > Toscana > Chianti"
"3346.10";"Massonero Chianti Colli Fiorentini DOCG 2010, Bio Wein Rotwein";"Die Sangiovese-Rebe ergibt in den Hügeln um Florenz fruchtigere, weichere Weine als im Chianti-Classico-Gebiet: schmeichelhaft.";"10.90 EUR ";"http://www.delinat.com/flaschen/450h/3346.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3346.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3346.10&utm-campaign=affilinet-csv";35844400;"Wein > Rotwein > Italien > Toscana > Chianti"
"3389.10";"Bonarossa Sicilia IGT 2010, Bio Wein Rotwein";"Kraftvoll und geschmeidig: ein unwiderstehlicher Pasta-Wein, der für die schönen Seiten Siziliens steht.";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/3389.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3389.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3389.10&utm-campaign=affilinet-csv";35844390;"Wein > Rotwein > Italien > Sicilia"
"3489.09";"Maibachfarm Spätburgunder, im Barrique gereift Deutscher Qualitätswein, Ahr 2009, Bio Wein Rotwein";"Eine rare, elegante und feingliedrige Komposition von Spät- und Frühburgunder aus einer der besten Steillagen an der Ahr - 12 Monate im Barrique ausgebaut.";"23.50 EUR ";"http://www.delinat.com/flaschen/450h/3489.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3489.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3489.09&utm-campaign=affilinet-csv";35844435;"Wein > Rotwein > Deutschland > Ahr"
"3507.10";"Domaine Montirius Le Village Vacqueyras AC 2010, Bio Wein Rotwein";"Kaum ein Winzerpaar lebt so nahe bei seinen Reben wie Christine und Eric Saurel. Die biodynamisch erzeugten Weine beeindrucken durch eine klare Linie und einen eigenständigen Charakter.";"11.90 EUR ";"http://www.delinat.com/flaschen/450h/3507.07.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3507.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3507.10&utm-campaign=affilinet-csv";35844436;"Wein > Rotwein > Frankreich > Rhône > Vacqueyras"
"3524.10";"Clos Montirius Vacqueyras AC 2010, Bio Wein Rotwein";"Degustationsnotiz:   Geschichte";"17.80 EUR ";"http://www.delinat.com/flaschen/450h/3524.09.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3524.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3524.10&utm-campaign=affilinet-csv";35844436;"Wein > Rotwein > Frankreich > Rhône > Vacqueyras"
"3575.11";"DonauSonne Abendrot Qualitätswein Niederösterreich 2011, Bio Wein Rotwein";"Ein Rotwein (nicht nur) für Radfahrer: wenig Alkohol - viel Trinkspass!";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/3575.10.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3575.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3575.11&utm-campaign=affilinet-csv";35844437;"Wein > Rotwein > Österreich > Weinviertel"
"3638.10";"Domaine Mon Rêve Les Ruffes du Salagou Languedoc AOP 2010, Bio Wein Rotwein";"Elegant und harmonisch - mit viel südlichem Languedoc-Charme.";"17.80 EUR ";"http://www.delinat.com/flaschen/450h/3638.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3638.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3638.10&utm-campaign=affilinet-csv";35844404;"Wein > Rotwein > Frankreich > Languedoc"
"3675.10";"Casa Benasal Valencia DO 2010, Bio Wein Rotwein";"Spaniens Ostküste bei Valencia ist die Heimat der gehaltvollen Monastrell-Traube. Casa Benasal vereint diese traditionelle Sorte auf verführerische Weise mit  Merlot, Syrah und Cabernet.";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/3675.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3675.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3675.10&utm-campaign=affilinet-csv";35844438;"Wein > Rotwein > Spanien > Valencia"
"3675.11";"Casa Benasal Valencia DO 2011, Bio Wein Rotwein";"Spaniens Ostküste bei Valencia ist die Heimat der gehaltvollen Monastrell-Traube und der würzigen Garnacha Tintorera. Casa Benasal vereint diese traditionellen Sorten auf verführerische Weise mit Merlot und Syrah.";"7.90 EUR ";"http://www.delinat.com/flaschen/450h/3675.11.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3675.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3675.11&utm-campaign=affilinet-csv";35844438;"Wein > Rotwein > Spanien > Valencia"
"3727.06";"Château Duvivier Les Mûriers Coteaux Varois en Provence AC 2006, Bio Wein Rotwein";"Die Spitzencuvée von Château Duvivier, dem Weingut und Delinat-Forschungszentrum in der Provence. Antoine Kaufmanns Meisterwerk!";"21.50 EUR ";"http://www.delinat.com/flaschen/450h/3727.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3727.06.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3727.06&utm-campaign=affilinet-csv";35844377;"Wein > Rotwein > Frankreich > Provence > Var"
"3727.09";"Château Duvivier Les Mûriers Coteaux Varois en Provence AC 2009, Bio Wein Rotwein";"Die Spitzencuvée von Château Duvivier, dem Weingut und Delinat-Forschungszentrum in der Provence. Mit dem Mûriers beweist Antoine Kaufmann eindrücklich sein Können.";"21.50 EUR ";"http://www.delinat.com/flaschen/200/3727.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3727.09.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3727.09&utm-campaign=affilinet-csv";35844377;"Wein > Rotwein > Frankreich > Provence > Var"
"3731.10";"Savian Refosco dal Peduncolo Rosso Lison Pramaggiore DOC 2010, Bio Wein Rotwein";"Gekeltert aus einer alten, autochthonen Rebsorte: Schon die Römer kannten die Vorzüge der Refosco-Traube.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/3731.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3731.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3731.10&utm-campaign=affilinet-csv";35844373;"Wein > Rotwein > Italien > Veneto"
"3732.11";"Savian Refosco dal Peduncolo Rosso Lison Pramaggiore DOC 2011, Bio Wein Rotwein";"Ein kraftvolles Gewächs aus einer alten, autochthonen Traubensorte aus dem Veneto.";"8.90 EUR ";"http://www.delinat.com/flaschen/450h/3732.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3732.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3732.11&utm-campaign=affilinet-csv";35844373;"Wein > Rotwein > Italien > Veneto"
"3738.08";"Savian Bainsizza Veneto Orientale IGT 2008, Bio Wein Rotwein";"Bainsizza, die edle Kreation aus dem Hause Savian, ist eine Spätlese. Eine wunderbare Entdeckung aus dem Veneto für Liebhaber eleganter Weine mit schöner Kraft.";"17.80 EUR ";"http://www.delinat.com/flaschen/450h/3738.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3738.08.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3738.08&utm-campaign=affilinet-csv";35844373;"Wein > Rotwein > Italien > Veneto"
"3752.10";"Château Baratet Bordeaux Supérieur AC 2010, Bio Wein Rotwein";"Das Jahr 2010 brachte Traubengut vom Feinsten - eine ideale Basis für diesen aussergewöhnlichen Bordeaux - auch punkto Preis.";"10.50 EUR ";"http://www.delinat.com/flaschen/450h/3752.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3752.10.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3752.10&utm-campaign=affilinet-csv";35844415;"Wein > Rotwein > Frankreich > Bordeaux"
"3883.07";"Buondonno Chianti Classico Riserva Chianti Classico Riserva DOCG 2007, Bio Wein Rotwein";"Aus dem Herzen der Toskana stammt dieser grosse Chianti Classico Riserva. Ein Spitzenwein, der nur in guten Jahren gekeltert wird und in Vergleichsdegustationen immer an der Spitze mitspielt.";"24.50 EUR ";"http://www.delinat.com/flaschen/450h/3883.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3883.07.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3883.07&utm-campaign=affilinet-csv";35844401;"Wein > Rotwein > Italien > Toscana > Chianti > Chianti Classico"
"3912.11";"Pinot Noir Mythopia Valais AOC 2011, Bio Wein Rotwein";"Wo Marie-Thérèse Chappaz Hand anlegt, verwandeln sich Trauben in köstliche Tropfen - dieser Pinot Noir vom Delinat-Forschungsinstitut stammt aus ihrem Keller!";"19.80 EUR ";"http://www.delinat.com/flaschen/450h/3912.jpg";"http://partners.webmasterplan.com/click.asp?ref=576980&site=9561&type=text&tnb=5&diurl=http://www.delinat.com/weine/3912.11.html?rc=ag4&utm_source=affilinet&utm_medium=affiliate&utm_content=3912.11&utm-campaign=affilinet-csv";35844439;"Wein > Rotwein > Schweiz > Valais"
