"ProgramId","ProductPriceOld","UpdateDate","ValidToDate","ProductLongDescription","ImageLargeURL","MerchantProductCategoryNumber","ProductEAN","ExtraTextOne","ExtraTextTwo","ExtraTextThree","BasePrice","BasePriceText","Zupid","MerchantProductNumber","ProductName","ProductPrice","CurrencySymbolOfPrice","ValidFromDate","ProductShortDescription","MerchantProductCategory","ZanoxCategoryIds","ImageSmallURL","ImageMediumURL","ProductManufacturerBrand","ZanoxProductLink","DeliveryTime","TermsOfContract","ISBN","ShippingAndHandling","ShippingAndHandlingCost"
"1767",,"11/01/2013 14:14:00",,"Leichter, fruchtiger deutscher Roséwein, mild mit ganz wenig Säure, dezente Erdbeertöne im Bukett, unkompliziert und bestens als Erfrischung geeignet. Jetzt online Portugieser Roséwein von Top Winzer aus Rheinhessen Ernst Bretz bestellen!","http://www.ebrosia.de/pictures/ebrosia_a000002_Artikel.jpg",,,"Weingut Bretz, Rheinhessen, Roséwein, Portugieser, Deutschland","6,49 Euro/l","100% Portugieser",,,"a524ff5ffab3dccda81022d96fbfa5f6","000002","Roséwein Weingut Ernst Bretz Portugieser Rosé, mild (1,0l) 2011, Deutschland, Rheinhessen, mild, 6,49 Euro/l","6.49","EUR",,"Leichter, fruchtiger Roséwein, mild mit ganz wenig Säure, dezente Erdbeertöne im Bukett, unkompliziert und bestens als Erfrischung geeignet.","Wein/Deutschland",,"http://www.ebrosia.de/pictures/ebrosia_a000002_Kategorie.jpg",,"Weingut Ernst Bretz","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Deutschland/000002-Weingut-Ernst-Bretz-Portugieser-Rose-mild.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Ein klasse Merlot zum kleinen Preis! Aus der am südlichsten gelegenen Provinz Südafrikas mit seinen idealen Bedingungen für den Weinanbau stammt dieser schöne Merlot. In elegantem Bordeaux-Rot tritt dieser feine Merlot mit fester Textur und einer warmen Aromatik auf. Er duftet nach Süßkirschen und reifen Beeren. Am Gaumen gesellen sich Nuancen von Zedernholz, Kaffee und Schokolade hinzu. Samtig mit schöner Länge  und Tiefe kann man von diesem südafrikanischen Merlot gar nicht genug bekommen, so schön präsent ist er am Gaumen.","http://www.ebrosia.de/pictures/ebrosia_a000026_Artikel.jpg",,,"Rotwein, Merlot, Ruyters Bin, Südafrika","10,65 Euro/l","100% Merlot",,,"f629720756ea94a478084c9502c705ea","000026","Rotwein Ruyter´s Bin Merlot 2009, Südafrika, Western Cape, trocken, 10,65 Euro/l","7.99","EUR",,"In elegantem Bordeaux-Rot tritt dieser feine Merlot mit fester Textur und einer warmen Aromatik auf. Er duftet nach Süßkirschen und reifen Beeren. Am Gaumen gesellen sich Nuancen von Zedernholz, Kaffee und Schokolade hinzu.","Wein/Südafrika",,"http://www.ebrosia.de/pictures/ebrosia_a000026_Kategorie.jpg",,"Ruyter","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Suedafrika/000026-Ruyters-Bin-Merlot.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Der Duft entwickelt sich nach 1 bis 2 Stunden Dekantieren erstaunlich feingliedrig: Aromen von Pflaumen und Kirschen werden von feinen Kakao-Noten durchdrungen, die dem Wein eine wunderbare Eleganz verleihen. Der Korpus öffnet sich am Gaumen mit süßlichen Nuancen, die von beerigen Zwetschgen- und Zimttönen abgelöst werden.","http://www.ebrosia.de/pictures/ebrosia_a000027_Artikel.jpg",,,"Rotwein, Südafrika, Western Cape, Pinotage","10,25 Euro/l","100% Pinotage",,,"216f1db2a49e54bb368ca54547d6c091","000027","Rotwein Out of Africa Pinotage 2011, Südafrika, Western Cape, trocken, 10,25 Euro/l","7.69","EUR",,"Die Farbe ist Karminrot, der Duft entwickelt sich nach zwei bis drei Stunden Dekantieren erstaunlich feingliedrig:  Aromen von Pflaume und Kirsche werden von feinen Kakaoaromen durchdrungen, die dem Wein eine wunderbare Eleganz an der Nase verleihen...","Wein/Südafrika/Western Cape",,"http://www.ebrosia.de/pictures/ebrosia_a000027_Kategorie.jpg",,"Out of Africa","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Suedafrika/Western-Cape/000027-Out-of-Africa-Pinotage.html?afid=266]]","Kurzfristig nicht lieferbar",,,"Kurzfristig nicht lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"01/01/2013 14:14:00",,"Ein einzigartiges Genußerlebnis garantiert Ihnen Julius Hafner III bei dieser Cuvée. Am Gaumen präsentiert sich der edle Tropfen unglaublich weich und charaktervoll. Der Fruchtkörper ist schön saftig und wunderbar elegant ...","http://www.ebrosia.de/pictures/ebrosia_a000033_Artikel.jpg",,,"Rotwein, Österreich, Julius Hafner, Neusiedlersee","17,99 Euro/l","Blaufränkisch, Zweigelt, St. Laurent",,,"6f0168bc5f6bfbe38393597f065f871b","000033","Rotwein Julius Hafner SACREMUS 2010, Österreich, Neusiedlersee, trocken, 17,99 Euro/l","13.49","EUR",,"Ein einzigartiges Genusserlebnis garantiert Ihnen Julius Hafner III bei dieser Cuvée. Am Gaumen präsentiert sich der edle Tropfen unglaublich weich und charaktervoll. Der Fruchtkörper ist schön saftig und wunderbar elegant ...","Wein/Österreich/Weingut Hafner",,"http://www.ebrosia.de/pictures/ebrosia_a000033_Kategorie.jpg",,"Weingut Hafner","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Oesterreich/Weingut-Hafner/000033-Julius-Hafner-SACREMUS.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Mit seinem ausgeprägtem Charakter ist der Rotkäppchen Weissburgunder Extra Trocken b.A. ein edler Genuss, den es leider nur in sehr begrenzter Anzahl geben kann. Genießen Sie diese Köstlichkeit aus der historischen Sektkellerei in Freyburg/Unstrut.","http://www.ebrosia.de/pictures/ebrosia_a000068_Artikel.jpg",,,"Rotkäppchen, Freyburg, Saale-Unstrut, Sekt, Deutschland","18,65 Euro/l","100% Weißburgunder",,,"af51011e50e25864e94e0a0fdadf8746","000068","Sekt & Prosecco Rotkäppchen Weißburgunder Extra Trocken, Deutschland, Saale-Unstrut, extra trocken, 18,65 Euro/l","13.99","EUR",,"Fast ein Geheimtipp: das Prestigeprodukt der Rotkäppchen Sektkellerei. Ein Genuss, der leider nur in limitierter Anzahl verfügbar ist...","Wein/Deutschland",,"http://www.ebrosia.de/pictures/ebrosia_a000068_Kategorie.jpg",,"Rotkäppchen Sektkellerei","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Deutschland/000068-Rotkaeppchen-Weissburgunder-Extra-Trocken.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"08/01/2013 14:14:00",,"Auch wenn er als ´grün´ betitelt wird, so leuchtet dieser Wein doch hell strohgelb im Glas. Ein außergewöhnlich intensiver Duft nach Birne steigt Ihnen sofort in die Nase. Am Gaumen entfaltet sich der Wein köstlich fruchtbetont und bringt Aromen von Birne, Zimt und eine Spur Vanille hervor. Seine spritzig-frische Art machen ihn zum idealen Begleiter warmer Sonnentage!","http://www.ebrosia.de/pictures/ebrosia_a000091_Artikel.jpg",,,"Hafner, Österreich, Grüner Veltliner","9,32 Euro/l","100% Grüner Veltliner",,,"877de9dfe7fd93b0f167ec7d63e9095f","000091","Weißwein Hafner Selection Grüner Veltliner 2010, Österreich, Neusiedlersee, trocken, 9,32 Euro/l","6.99","EUR",,"Selten hat uns ein Grüner Veltliner so begeistert wie dieser hier von Julius Hafner. Der Wein leuchtet hell strohgelb im Glas und duftet ungemein intensiv nach Birne. Der Wein schmeckt rassig und ausdrucksvoll.","Wein/Österreich",,"http://www.ebrosia.de/pictures/ebrosia_a000091_Kategorie.jpg",,"Weingut Hafner","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Oesterreich/000091-Hafner-Selection-Gruener-Veltliner.html?afid=266]]","Kurzfristig nicht lieferbar",,,"Kurzfristig nicht lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"11/01/2013 14:14:00",,"Genau der Richtige, wenn es was zu feiern gibt! Die Kellerei Viticoltori Ponte gehört seit mehr als 50 Jahren zu den wichtigsten Weinerzeugern im Nordosten Italiens. Die große Ausdehnung der Weinberge auf mehr als 1500 ha ermöglicht es nur streng kontrollierte Trauben zu verarbeiten, um die höchst mögliche Qualität zu erreichen zur Herstellung dieses erfrischenden Vino Frizzante. Der Marzemino ist genau der richtige Prickler immer wenn es etwas zu feiern gibt! Er schmeckt himmlisch nach süßen Kirschen und gezuckerten Brombeeren und verzaubert den Gaumen besonders weich und erfrischend mit seinem feinen Mousseux. Da staunt der Wein-Genießer, welch Genuss ein Vino Frizzante bereiten kann!","http://www.ebrosia.de/pictures/ebrosia_a000096_Artikel.jpg",,,"Frizzante, Italien, Venezien, Viticoltori Ponte","7,99 Euro/l","100% Marzemino",,,"ffc5e5dbfd630ac2597182e5e3a2044b","000096","Sekt & Prosecco Viticoltori Ponte Marzemino del Veneto IGT, Italien, Venezien, lieblich, 7,99 Euro/l","5.99","EUR",,"Genau der Richtige, wenn es was zu feiern gibt! Er schmeckt himmlisch nach süßen Kirschen und gezuckerten Brombeeren und verzaubert den Gaumen besonders weich und erfrischend mit seinem feinen Mousseux.","Wein/Wein Italien/Venezien",,"http://www.ebrosia.de/pictures/ebrosia_a000096_Kategorie.jpg",,"Viticoltori Ponte","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Wein-Italien/Venezien/000096-Viticoltori-Ponte-Marzemino-del-Veneto-IGT.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"11/01/2013 14:14:00",,"Einer der besten Weine Südamerika zu einem erstaunlich günstigen Preis!  85 Parker-Punkte wurden diesem famosen Wein aus Chile im angesehenen und kritischen WINE ADVOCATE verliehen.","http://www.ebrosia.de/pictures/ebrosia_a000118_Artikel.jpg",,,"Chile, Cabernet, Südamerika, Übersee, Rotwein","13,20 Euro/l","100% Cabernet Sauvignon",,,"618588fe7b6e2d20a372b5616acd8d5e","000118","Rotwein Cousino Macul Cabernet Sauvignon 2010, Chile, Maipo Valley, trocken, 13,20 Euro/l","9.90","EUR",,"Einer der besten Weine Südamerika zu einem erstaunlich günstigen Preis! 85 Parker-Punkte wurden diesem famosen Wein aus Chile im angesehenen und kritischen WINE ADVOCATE verliehen ...","Wein/Chile",,"http://www.ebrosia.de/pictures/ebrosia_a000118_Kategorie.jpg",,"Cousino Macul","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Chile/000118-Cousino-Macul-Cabernet-Sauvignon.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"05/10/2012 14:14:00",,"Misst die Temperatur ohne die Flasche zu öffnen - einfach auf die Flasche aufschieben und an der Farbskala ablesen.","http://www.ebrosia.de/pictures/ebrosia_a000173_Artikel.jpg",,,"Wein, Thermometer, Weinthermometer, Sommelierzubehör","","",,,"d7b3d8a580cb8473057fa88cc33c06a1","000173","Weinthermometermanschette","4.00","EUR",,"Dieses Wein-Thermometer misst die Temperatur Ihres Weines, ohne dass Sie die Flasche öffnen müssen.","Genial Kochen/Einschenken",,"http://www.ebrosia.de/pictures/ebrosia_a000173_Kategorie.jpg",,"Weinthermometer","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Genial-Kochen/Einschenken/000173-Weinthermometer-Manschette.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Schon seine rubinrot leuchtende Farbe und der süßliche Duft von reifen Beeren verführen zum ausgiebigen Genuß. Mit einem wohltuend weichen Körper und einem sanften Fruchtkleid verwöhnt dieser Vino sogleich Ihren Gaumen und bringt dabei eingewobene Süße und reiche Frucht mit.","http://www.ebrosia.de/pictures/ebrosia_a000174_Artikel.jpg",,,"Bonfante, Dolcello, Rotwein, Italien, lieblich","9,32 Euro/l","Barbera d´Asti, Dolcetto d´Alba",,,"b7f31c00bce5bb4dbab8317be8b93404","000174","Rotwein Bonfante & Chiarle Dolcello VdT Rosso dolce, Italien, Piemont, süß, 9,32 Euro/l","6.99","EUR",,"Rubinrot leuchtend, süßlicher Duft von reifen Beeren, weicher Körper, sanftes Fruchtkleid mit eingewobener Süße und erstaunlich reiche Frucht. Vollmundig und sehr gut zum ´Wegsüffeln´.","Wein/Wein Italien",,"http://www.ebrosia.de/pictures/ebrosia_a000174_Kategorie.jpg",,"Bonfante & Chiarle","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Wein-Italien/000174-Bonfante-Chiarle-Dolcello-VdT-Rosso-dolce.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Bei diesem Weißwein läuft Ihnen sprichwörtlich das Wasser im Munde zusammen! Saftige Frische und verführerische Aromen machen den Wein unwiderstehlich! Im Glas strahlt er strohgelb und duftet verführerisch von Heu, Wiesenblumen und Kamille. Die sehr lebendige Frucht steht in perfekter Balance zur eingebundenen Säure. Im sanften Nachhall finden sich Eindrücke von Birne. Seit Jahren einer unserer beliebtesten Weißweine!","http://www.ebrosia.de/pictures/ebrosia_a000184_Artikel.jpg",,,"Südafrika, Western Cape, Buitenverwachtung, Weißwein, Kap","12,92 Euro/l","Sauvignon Blanc, Riesling, Chenin Blanc",,,"1fd7d04b8109c69e06b0d4b725106e9e","000184","Weißwein Buitenverwachting Buiten Blanc 2011, Südafrika, Western Cape, trocken, 12,92 Euro/l","9.69","EUR",,"Helles Strohgelb, verführerischer Duft von Heu, Wiesenblumen und Kamille, sehr lebendige  Frucht, perfekt eingebundene Säure in großartiger Balance zur Frucht. Sanfter Nachhall mit Eindrücken von Birne.","Wein/Südafrika",,"http://www.ebrosia.de/pictures/ebrosia_a000184_Kategorie.jpg",,"Buitenverwachting","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Suedafrika/000184-Buitenverwachting-Buiten-Blanc.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Im Duft finden sich anregende Nuancen von Wilder Weichsel und Zwetschge. Am Gaumen rinnt der Wein vollmundig entlang und hinterläßt einen fabelhaft langen delikaten Nachhall.","http://www.ebrosia.de/pictures/ebrosia_a000191_Artikel.jpg",,,"Hafner, Österreich, Zweigelt","9,32 Euro/l","100% Zweigelt",,,"5c84de668a71725eea38fe7940db3a59","000191","Rotwein Hafner Selection Zweigelt 2011, Österreich, Neusiedlersee, trocken, 9,32 Euro/l","6.99","EUR",,"Der rote Klassiker aus Österreich präsentiert sich würzig-mild und rinnt vollmundig am Gaumen entlang...","Wein/Österreich",,"http://www.ebrosia.de/pictures/ebrosia_a000191_Kategorie.jpg",,"Weingut Hafner","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Oesterreich/000191-Hafner-Selection-Zweigelt.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"09/01/2013 14:22:00",,"Dieser köstliche Eiswein erhielt schon eine Reihe internationaler Auszeichnungen, so zum Beispiel Doppeltes Gold bei der Terravino 2006 oder 90 Punkte vom Beverage Tasting Institute Chicago.","http://www.ebrosia.de/pictures/ebrosia_a000193_Artikel.jpg",,,"Eiswein, Österreich, Julius Hafner","53,07 Euro/l","100% Chardonnay",,,"105968b474a5b9ea2296040192d908c2","000193","Weißwein Hafner Eiswein Chardonnay 0,375l 2003, Österreich, Neusiedlersee, süß, 53,07 Euro/l","19.90","EUR",,"Dieser köstliche Eiswein erhielt schon eine Reihe internationaler Auszeichnungen, so zum Beispiel Doppeltes Gold bei der Terravino 2006 oder 90 Punkte vom Beverage Tasting Institute Chicago.","Wein/Österreich",,"http://www.ebrosia.de/pictures/ebrosia_a000193_Kategorie.jpg",,"Weingut Hafner","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Oesterreich/000193-Hafner-Eiswein-Chardonnay-0-375l.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Der grüne Veltliner als edelsüße Köstlichkeit begeistert mit seinem langem, anhaltenden Finale und seiner saftigen Fruchtigkeit...","http://www.ebrosia.de/pictures/ebrosia_a000205_Artikel.jpg",,,"Eiswein, Österreich, Julius Hafner, Grüner Veltliner","53,07 Euro/l","100% Grüner Veltliner",,,"743c090c93e64c925b6336fdedf20195","000205","Weißwein Hafner Eiswein Grüner Veltliner 0,375 l 2004, Österreich, Neusiedlersee, süß, 53,07 Euro/l","19.90","EUR",,"Der grüne Veltliner als edelsüße Köstlichkeit begeistert mit seinem langem, anhaltenden Finale und seiner saftigen Fruchtigkeit...","Wein/Österreich",,"http://www.ebrosia.de/pictures/ebrosia_a000205_Kategorie.jpg",,"Weingut Hafner","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Oesterreich/000205-Hafner-Eiswein-Gruener-Veltliner-0-375-l.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Dieser harmonische toskanische Chianti zeichnet sich durch seine typisch fruchtigen Kirschtöne aus und überzeugt mit einer edlen Struktur...","http://www.ebrosia.de/pictures/ebrosia_a000219_Artikel.jpg",,,"italienischer Rotwein, Italien, Toskana, Chianti, Strozzi","11,99 Euro/l","90% Sangiovese, 5% Canaiolo, 5% Trebbiano",,,"15a8ec3b69d8589f43f433f9f93cb762","000219","Rotwein Guicciardini Strozzi Chianti DOCG 2005, Italien, Toskana, trocken, 11,99 Euro/l","8.99","EUR",,"Dieser harmonische toskanische Chianti zeichnet sich durch seine typisch fruchtigen Kirschtöne aus und überzeugt mit einer edlen Struktur...","Wein/Wein Italien/Toskana/Chianti",,"http://www.ebrosia.de/pictures/ebrosia_a000219_Kategorie.jpg",,"Guicciardini Strozzi","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Wein-Italien/Toskana/Chianti/000219-Guicciardini-Strozzi-Chianti-DOCG.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767","5.89","28/12/2012 14:14:00",,"Dies ist nicht nur der beste Roséwein Spaniens und  Europas, er wurde gar neben zwei anderen Rosés zum weltweit besten Roséwein gekürt. Stets wird er bei allen öffentlichen Anlässen zur Repräsentation des Ribera del Duero gereicht, jetzt steht er zudem für die spanische Winzerkunst weltweit! Der Wein präsentiert sich in einem tief dunklen erdbeerfarbenen Roséton und duftet üppig nach reifen Himbeeren, Melone, süßen Kirschen. Sie finden am Gaumen saftige rote Beeren- und im Mund delikate Erdbeeraromen.","http://www.ebrosia.de/pictures/ebrosia_a000220_Artikel.jpg",,,"Spanien, Roséwein, Ribera del Duero, Erdbeere","5,85 Euro/l","100% Tempranillo",,,"38ab93eef5b4d3535f5f2bed6e220b8f","000220","Roséwein Vina Vilano Ribera del Duero Rosado 2011, Spanien, Ribera del Duero, trocken, 5,85 Euro/l","4.39","EUR",,"Einer der drei weltbesten Roséweine! Dies ist nicht nur der beste Roséwein Spaniens und  Europas, er wurde jetzt neben zwei anderen Rosés zum weltweit besten Rosé gekürt...","Wein/Spanien/Ribera del Duero",,"http://www.ebrosia.de/pictures/ebrosia_a000220_Kategorie.jpg",,"Vina Vilano","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Spanien/Ribera-del-Duero/000220-Vina-Vilano-Rosado.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"17/01/2013 14:14:00",,"Wenn Sie einen leichten frischen Sommerwein suchen, dann ist ein Vinho Verde goldrichtig! Die berühmteste Region Portugals im Nord-Westen des Landes verdankt Ihren Namen einer immergrünen Landschaft mit gemäßigterem Klima. Hier entsteht aus den typischen autochthonen Rebsorten Azal, Pedernă und Loureiro dieser leichte Vinho Verde. Mit seinem geringen Alkoholgehalt, seiner feinen Säure und einer natürlichen Perle ist er ein beliebter Begleiter zu sommerlichen Partys. Vor allem zu allen leichten Speisen, wie frischen Salaten, Meeresfrüchten oder als Apéritif ein erfrischender zart moussierender Genuss!","http://www.ebrosia.de/pictures/ebrosia_a000239_Artikel.jpg",,,"Vinho Verde, Portugal, Weißwein, Sommerwein","11,99 Euro/l","Pedernă, Loureiro",,,"8877bfd2610314c6b22b8c537f61055e","000239","Weißwein Messias Vinho Verde Surpresa, Portugal, Vinho Verde, mild, 11,99 Euro/l","8.99","EUR",,"Der Wein verströmt ein leckeres Bouquet von Limetten, Grapefruit, Mirabellen und Jasmin. Am Gaumen wirkt er sehr erfrischend mit lieblichen Aromen von Litschi, Mango und Grapefruitsaft. Er moussiert leicht und sollte immer eiskalt genossen werden.","Wein/Portugal",,"http://www.ebrosia.de/pictures/ebrosia_a000239_Kategorie.jpg",,"Vinhos Messias","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Portugal/000239-Messias-Vinho-Verde-Surpresa.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Mit großer Sorgfalt wurde der Wein 9 Monate aufwändig in neuen französischen Eichenholzfässern ausgebaut. Diese verleihen ihm Charakter und seine charakteristische feste Struktur. Der Wein präsentiert sich aromatisch mit delikaten Aromen von Pflaumen, Dörrobst und Unterholz. Der wuchtige Körper dominiert am Gaumen und gibt würzige, saftige Beerenaromen frei. Die Tannine sind samtig, fest und kunstvoll geschliffen. Wir empfehlen daher, den Wein 3-4 Stunden vor dem Genuss zu dekantieren.","http://www.ebrosia.de/pictures/ebrosia_a000241_Artikel.jpg",,,"Douro, portugiesischer Rotwein, Messias, Portugal","11,99 Euro/l","T.Nacional, T.Franca, T.Roriz, T.Căo, T. Barroca",,,"1832e0400ed1d643bb4da8e7db50802e","000241","Rotwein Messias Douro ´Grande Escolha´ 2010, Portugal, Douro, trocken, 11,99 Euro/l","8.99","EUR",,"Seine wuchtige Länge zeichnet diesen Douro-Wein aus! Der portugiesische Rotwein ist ein Fest für jeden Liebhaber ausdrucksstarker Weine. Mit großer Sorgfalt wurde der Grande Escolha 9 Monate aufwändig in neuen französischen Eichenholzfässern ausgebaut.","Wein/Portugal/Douro",,"http://www.ebrosia.de/pictures/ebrosia_a000241_Kategorie.jpg",,"Vinhos Messias","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Portugal/Douro/000241-Messias-Douro-Grande-Escolha.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Klarer Brand mit zart rauchigem Duft von Nüssen und Vanille. Schön weiniger Körper, vollmundig in der Art und würzig im Abgang. Weich und mild. Eine Grappa zum Verwöhnen.","http://www.ebrosia.de/pictures/ebrosia_a000283_Artikel.jpg",,,"Grappa, Italien, Chardonnay","38,43 Euro/l","",,,"aac8445b48dcfa3cbe61b3101caf2dda","000283","CA´ Monte Grappa di Chardonnay 0,7l, Italien, Piemont, 38,43 Euro/l","26.90","EUR",,"Klarer Brand mit zart rauchigem Duft von Nüssen und Vanille. Schön weiniger Körper, vollmundig in der Art und würzig im Abgang. Weich und mild. Eine Grappa zum Verwöhnen. ...","Spirituosen/Grappa/CA´ Monte",,"http://www.ebrosia.de/pictures/ebrosia_a000283_Kategorie.jpg",,"CA´ Monte","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Spirituosen/Grappa/CA-Monte/000283-CA-Monte-Grappa-di-Chardonnay-0-7l.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Durch Holzfasslagerung erhielt diese wunderbare Grappa ihre prägnante braune Färbung. Die Grappar duftet pikant nach Vanille und Kakao, bringt einen würzigen Charakter ins Glas und bleibt dabei meisterlich weich und ölig am Gaumen.","http://www.ebrosia.de/pictures/ebrosia_a000287_Artikel.jpg",,,"Grappa, Italien, Piemont, Ca´ Monte","39,86 Euro/l","",,,"964f4285a58c946fbbcc926837679ca0","000287","CA´ Monte Grappa di Nebbiolo da Barolo 0,7l, Italien, Piemont, 39,86 Euro/l","27.90","EUR",,"Pikanter Duft von Vanille und Kakao, würziger Charakter, weich und warm im Abgang","Spirituosen/Grappa/CA´ Monte",,"http://www.ebrosia.de/pictures/ebrosia_a000287_Kategorie.jpg",,"CA´ Monte","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Spirituosen/Grappa/CA-Monte/000287-CA-Monte-Grappa-di-Nebbiolo-da-Barolo-0-7l.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
"1767",,"12/12/2012 14:14:00",,"Der trockene Welsch Riesling erzielte auf der renommierten Weingala des Burgenlandes Gold. Der Wein schmeckt angenehm trocken und sehr fruchtig mit feiner Nase nach exotischen Früchten. Er ist gut strukturiert und begeistert mit einem langen, voluminösen Abgang. Dieser pikante Wein eignet sich hervorragend zu Schinken, Spargel, Geflügelpastete oder Lachs.","http://www.ebrosia.de/pictures/ebrosia_a000308_Artikel.jpg",,,"Hafner Österreich, Welschriesling","8,92 Euro/l","100% Welschriesling",,,"52695a7879ccaedc3eccabebfd9dcc69","000308","Weißwein Hafner Welschriesling Selection 2011, Österreich, Neusiedlersee, trocken, 8,92 Euro/l","6.69","EUR",,"Trocken, sehr fruchtig mit feiner Nase nach exotischen Früchten, pikant mit voluminösen Abgang...","Wein/Österreich",,"http://www.ebrosia.de/pictures/ebrosia_a000308_Kategorie.jpg",,"Weingut Hafner","http://ad.zanox.com/ppc/?22658144C14777658&ULP=[[Wein/Oesterreich/000308-Hafner-Welschriesling-Selection.html?afid=266]]","Sofort lieferbar",,,"Sofort lieferbar - Versandkosten : 6.95 EUR","6.95"
